CUST_ID,gender,DateOfBirth,State,Contact,Segment,claim_id,customer_id,incident_cause,claim_date,claim_area,police_report,claim_type,claim_amount,total_policy_claims,fraudulent,_merge
35876516,Male,29-Oct-96,IL,496-426-6748,Silver,54764639,35876516,Driver error,08/10/2018,Auto,No,Material only,$2870,1.0,No,both
13265356,Female,27-Jul-62,IA,462-587-7532,Silver,52278305,13265356,Driver error,10/17/2017,Home,No,Material only,$1210,1.0,No,both
80379865,Male,27-Feb-69,NM,427-513-8479,Gold,18210740,80379865,Natural causes,02/09/2018,Auto,No,Injury only,$18580,,No,both
64899302,Male,17-Jul-94,WI,784-623-7631,Platinum,22215431,64899302,Other driver error,06/23/2018,Auto,No,Material only,$2630,1.0,No,both
11278282,Male,12-Apr-68,RI,148-178-1792,Silver,10738822,11278282,Natural causes,08/10/2018,Auto,No,Material only,$2540,1.0,No,both
90425966,Male,23-Dec-71,WY,942-259-7583,Silver,7800059,90425966,Driver error,03/01/2018,Auto,No,Material only,$2320,1.0,No,both
70459181,Female,03-Sep-88,NY,493-937-8297,Platinum,16773361,70459181,Other driver error,10/10/2017,Auto,No,Material only,$2725.5,1.0,Yes,both
91546921,Male,22-Sep-74,LA,496-784-4836,Platinum,99427250,91546921,Crime,05/21/2018,Home,No,Material only,$2070,1.0,No,both
26489135,Male,05-Oct-94,DE,654-456-1493,Platinum,70399158,26489135,Driver error,07/01/2017,Auto,No,Material only,$1110,1.0,No,both
76422302,Male,04-Jun-89,GA,958-971-7983,Gold,5481268,76422302,Crime,10/31/2017,Home,No,Material only,$1030,1.0,No,both
27205554,Male,12-Apr-76,RI,521-912-8139,Silver,13167216,27205554,Driver error,05/14/2018,Auto,No,Injury only,$16910,1.0,No,both
60225946,Female,27-Aug-77,OH,715-356-4572,Gold,30942972,60225946,Other causes,02/17/2017,Auto,No,Material only,$1890,1.0,No,both
34790013,Male,17-Jan-79,NY,935-615-6297,Platinum,13578273,34790013,Other driver error,12/24/2017,Auto,Yes,Material and injury,$33040,5.0,No,both
53333796,Male,23-May-90,RI,857-215-9123,Gold,22639991,53333796,Other causes,10/09/2018,Auto,Yes,Material and injury,$25320,1.0,No,both
28307541,Male,14-Dec-81,WY,763-156-1836,Gold,73894966,28307541,Driver error,11/27/2017,Auto,No,Material only,$2340,1.0,No,both
85536059,Female,26-Apr-75,SD,145-285-4675,Platinum,64959397,85536059,Other driver error,04/25/2017,Auto,Yes,Material and injury,$33000,2.0,No,both
54642094,Male,10-Aug-95,NY,963-813-1973,Silver,3673097,54642094,Driver error,04/12/2017,Auto,No,Injury only,$19960,1.0,No,both
47091036,Male,22-Oct-86,SD,247-436-8713,Gold,58245818,47091036,Driver error,07/27/2018,Home,No,Injury only,$27230,1.0,No,both
48277275,Male,27-Mar-96,WV,928-469-4368,Silver,83744906,48277275,Other driver error,04/12/2017,Auto,No,Material and injury,$16150,1.0,No,both
75252854,Male,30-Aug-95,NH,542-927-5413,Gold,14836805,75252854,Other driver error,02/23/2017,Auto,Yes,Injury only,$32630,1.0,No,both
31012778,Female,09-Jun-93,MA,328-683-8359,Gold,28636278,31012778,Other causes,03/01/2018,Auto,No,Material only,,5.0,Yes,both
84571128,Female,16-Aug-95,ME,946-639-5932,Gold,96749077,84571128,Natural causes,05/15/2017,Auto,No,Material only,,1.0,Yes,both
38286862,Female,24-Nov-94,NJ,791-831-2514,Gold,40638641,38286862,Other causes,10/31/2017,Auto,Unknown,Material and injury,$41850,1.0,No,both
1163515,Female,03-Feb-95,TX,978-352-7634,Silver,94303580,1163515,Crime,04/25/2017,Auto,Yes,Injury only,$30540,1.0,No,both
18361978,Female,10-Jul-94,CA,463-645-2453,Platinum,39647651,18361978,Other causes,08/31/2017,Auto,Unknown,Material and injury,$25576,7.0,Yes,both
94953428,Female,07-Dec-77,DE,671-517-9548,Gold,97983922,94953428,Other causes,06/18/2017,Auto,No,Material only,$2210,3.0,No,both
42333031,Female,25-Oct-70,WV,972-361-7416,Platinum,42420540,42333031,Other causes,02/22/2018,Auto,Yes,Material and injury,$40820,3.0,No,both
91786228,Female,26-Dec-63,TN,826-243-9763,Gold,25108581,91786228,Other driver error,06/23/2018,Auto,No,Material only,$1150,1.0,Yes,both
61051505,Male,05-Feb-68,OH,649-461-2967,Platinum,54192772,61051505,Other driver error,07/01/2017,Auto,Unknown,Material and injury,$35765,1.0,Yes,both
8132649,Male,23-Sep-75,SD,436-953-6352,Platinum,47783756,8132649,Other driver error,11/20/2017,Auto,No,Material only,$2470,1.0,No,both
49428676,Female,27-Sep-77,TX,587-946-2153,Silver,14730852,49428676,Other causes,06/17/2018,Auto,No,Material and injury,$20999,1.0,Yes,both
77436411,Female,06-May-64,TN,679-324-1357,Platinum,37727681,77436411,Other driver error,02/02/2018,Auto,Unknown,Material only,$3358,4.0,Yes,both
44319192,Male,07-Nov-68,NC,432-234-3617,Platinum,87229793,44319192,Other causes,04/10/2018,Auto,Yes,Material and injury,$41430,1.0,No,both
57510487,Male,24-Jan-84,UT,512-657-2135,Gold,73138939,57510487,Driver error,12/10/2017,Auto,No,Material only,$1730,1.0,No,both
62797342,Male,01-May-89,MA,348-186-6349,Gold,23504103,62797342,Other driver error,02/09/2018,Auto,Unknown,Material and injury,$20360,1.0,No,both
56923917,Female,10-Aug-71,IL,451-134-7825,Silver,29613369,56923917,Other driver error,05/21/2018,Auto,No,Material only,$2870,4.0,No,both
83088652,Male,05-Oct-98,MD,968-236-9367,Platinum,21972507,83088652,Driver error,01/14/2017,Auto,Unknown,Material only,$2910,1.0,No,both
53087364,Female,30-Jul-90,AK,462-412-7423,Platinum,42737631,53087364,Other causes,07/22/2017,Home,No,Material and injury,$33550,1.0,No,both
9089663,Male,09-Sep-60,MT,763-973-2741,Silver,95352573,9089663,Other driver error,11/20/2017,Auto,No,Material and injury,$33190,1.0,No,both
83290720,Male,06-Dec-66,VA,185-825-6547,Gold,43973221,83290720,Driver error,09/26/2018,Auto,Yes,Material and injury,,1.0,No,both
78364565,Female,07-Aug-61,NM,862-483-5218,Silver,79089153,78364565,Other causes,02/10/2017,Auto,Yes,Injury only,$25830,3.0,No,both
99761663,Female,18-Nov-63,NC,643-246-4718,Silver,37305754,99761663,Natural causes,04/04/2018,Auto,No,Material only,$1242,1.0,Yes,both
6298259,Female,30-May-69,AZ,712-891-4759,Silver,55252454,6298259,Natural causes,05/29/2017,Auto,Unknown,Material and injury,$20080,2.0,No,both
51936868,Male,29-May-88,OR,538-723-7261,Gold,20332975,51936868,Natural causes,08/16/2018,Auto,No,Material only,$2120,1.0,No,both
35907845,Male,22-Jun-72,IA,384-637-2368,Platinum,69101899,35907845,Crime,05/14/2018,Auto,Unknown,Material and injury,$19520,1.0,No,both
17390816,Female,03-Sep-87,UT,269-384-1923,Gold,49234022,17390816,Natural causes,03/29/2017,Auto,No,Material only,$2090,1.0,No,both
9908654,Male,18-Feb-64,AL,179-894-5412,Platinum,85585944,9908654,Other driver error,06/23/2018,Auto,No,Material only,$1989.5,1.0,Yes,both
47228798,Male,18-May-74,HI,364-634-3715,Platinum,35407789,47228798,Crime,01/21/2017,Auto,Unknown,Material only,,1.0,Yes,both
11593991,Female,22-Dec-65,RI,642-812-6451,Silver,26332402,11593991,Other causes,03/01/2018,Auto,No,Material only,$2060,1.0,No,both
15036122,Male,30-Mar-88,IA,893-237-4791,Silver,50337100,15036122,Other driver error,07/20/2018,Auto,Unknown,Injury only,$30080,1.0,No,both
59046302,Male,15-Jan-94,NY,854-356-9378,Silver,1886311,59046302,Driver error,04/04/2018,Auto,No,Material only,$1680,6.0,No,both
74058124,Male,12-Nov-90,WV,172-685-2746,Silver,84635473,74058124,Driver error,01/13/2018,Auto,Unknown,Injury only,$21505,1.0,Yes,both
95221640,Male,13-Jul-67,MD,712-754-5719,Silver,99210077,95221640,Crime,05/21/2018,Auto,No,Material only,$2040,1.0,No,both
5956033,Female,07-Jul-93,WY,984-397-3427,Silver,57876931,5956033,Other driver error,02/09/2018,Auto,No,Material and injury,,1.0,Yes,both
91462331,Male,02-May-86,SD,163-429-1675,Platinum,11951632,91462331,Driver error,02/15/2018,Auto,Unknown,Material and injury,$42722.5,1.0,Yes,both
7946799,Female,10-Mar-76,MT,645-968-6519,Gold,61170397,7946799,Other causes,07/27/2018,Auto,Unknown,Material and injury,$34971.5,5.0,Yes,both
83884401,Male,13-Mar-92,ND,947-962-9473,Gold,66546485,83884401,Driver error,05/22/2017,Auto,No,Material only,$1288,1.0,Yes,both
36498462,Female,10-Sep-87,WV,635-136-5671,Silver,62769771,36498462,Driver error,06/11/2017,Auto,Yes,Injury only,$37800,1.0,No,both
88191021,Male,11-Jul-86,HI,915-523-3148,Platinum,87452238,88191021,Driver error,10/04/2017,Auto,Yes,Material only,,1.0,No,both
88567908,Female,26-Sep-71,MN,817-685-2347,Gold,99573716,88567908,Driver error,01/27/2017,Auto,No,Material only,$1180,1.0,No,both
72896975,Male,26-Feb-70,AL,813-784-4983,Gold,39128289,72896975,Other driver error,07/08/2017,Auto,Unknown,Material and injury,$32480,1.0,No,both
85650096,Male,29-Jan-67,MO,954-368-9137,Gold,64573390,85650096,Crime,08/03/2018,Auto,No,Material only,$2710,1.0,No,both
51349085,Male,06-Jun-97,RI,258-762-9482,Silver,2181243,51349085,Crime,10/17/2017,Auto,No,Material only,$2620,2.0,No,both
90202451,Male,04-Jul-89,KY,413-642-7842,Platinum,51685791,90202451,Other driver error,11/20/2017,Auto,No,Material only,$1943.5,1.0,Yes,both
55180831,Male,21-Feb-62,MT,482-319-5783,Gold,1633198,55180831,Other driver error,09/07/2017,Auto,No,Material and injury,,1.0,No,both
14433043,Female,13-Jun-71,UT,314-341-6783,Gold,15165423,14433043,Driver error,06/30/2018,Auto,Yes,Material only,$2170,5.0,No,both
56590042,Male,12-Jan-67,AL,254-651-9452,Silver,76552623,56590042,Other causes,11/06/2017,Auto,No,Injury only,$31498.5,4.0,Yes,both
43870673,Male,21-Jun-85,KS,428-238-4918,Gold,64731876,43870673,Other causes,05/22/2017,Auto,Unknown,Material only,$1700,1.0,No,both
84734050,Male,21-Apr-60,VA,974-457-9312,Silver,95376481,84734050,Crime,05/28/2018,Auto,Unknown,Material only,$2220,1.0,No,both
73246256,Female,18-Oct-84,IN,146-597-5429,Platinum,21229844,73246256,Crime,11/13/2017,Auto,No,Material only,$1020,1.0,No,both
2632562,Female,14-Dec-85,AK,498-597-9658,Platinum,4506676,2632562,Other driver error,05/14/2018,Home,Unknown,Material only,$1400,1.0,No,both
74125758,Male,04-Jan-61,LA,876-786-8624,Gold,712628,74125758,Other causes,11/27/2017,Auto,Unknown,Injury only,$22960,1.0,No,both
92752865,Male,30-Jan-86,AK,143-219-5498,Silver,82144259,92752865,Driver error,04/25/2017,Auto,No,Injury only,,1.0,No,both
47086007,Female,10-Dec-97,NC,347-618-5821,Gold,93009471,47086007,Other causes,03/09/2017,Auto,Yes,Injury only,$18400,1.0,No,both
33987747,Male,23-May-73,MO,719-927-1936,Platinum,23721504,33987747,Driver error,01/14/2017,Auto,No,Material and injury,$37524.5,1.0,Yes,both
37312925,Male,12-Jan-63,KS,274-346-6391,Gold,43899763,37312925,Driver error,10/31/2017,Auto,Yes,Injury only,$16070,1.0,No,both
13233814,Female,01-Jun-62,AR,583-753-8415,Platinum,4821698,13233814,Other causes,07/08/2017,Auto,Unknown,Material and injury,$17230,1.0,No,both
32561536,Male,18-Sep-82,MI,718-215-2831,Platinum,34488157,32561536,Natural causes,11/06/2017,Auto,No,Material and injury,$24564,1.0,Yes,both
73456835,Female,31-Dec-78,CO,376-294-4612,Silver,79953107,73456835,Other driver error,10/16/2018,Auto,No,Material only,$2599,1.0,Yes,both
84767457,Female,14-Nov-96,AZ,964-984-9257,Platinum,77727200,84767457,Driver error,12/03/2017,Auto,Unknown,Material and injury,$23740,1.0,No,both
31901720,Male,29-Nov-63,CA,574-674-6381,Silver,33038715,31901720,Crime,03/21/2018,Auto,No,Material only,$1510,1.0,No,both
67885239,Female,17-Sep-66,AL,682-368-5823,Platinum,10744544,67885239,Driver error,05/28/2018,Auto,No,Material only,$2740,1.0,No,both
94448966,Female,20-Jun-84,MD,845-768-2513,Gold,67043170,94448966,Other driver error,10/16/2018,Auto,No,Injury only,$23760,1.0,No,both
94633091,Female,14-Jul-90,RI,826-537-1348,Platinum,98303926,94633091,Crime,06/25/2017,Auto,No,Material only,$1640,1.0,No,both
90116906,Male,14-Sep-70,SD,645-465-4938,Platinum,84863978,90116906,Driver error,11/13/2017,Auto,No,Injury only,$23270,6.0,No,both
82832313,Male,21-Jul-80,NC,679-793-3672,Silver,48203523,82832313,Other driver error,12/03/2017,Auto,Yes,Injury only,$29060,1.0,No,both
87993949,Male,29-May-69,NJ,754-586-4891,Platinum,73460630,87993949,Other causes,06/23/2018,Auto,Unknown,Injury only,$25783,2.0,Yes,both
61810954,Male,18-May-69,TX,724-493-6179,Silver,65335959,61810954,Other driver error,09/19/2018,Auto,Unknown,Material and injury,$36620,1.0,No,both
55782839,Female,07-Feb-98,ND,918-849-3279,Gold,38446319,55782839,Other causes,12/17/2017,Auto,Unknown,Injury only,$21300,1.0,No,both
39587790,Male,10-Jan-65,LA,615-154-3516,Gold,39131766,39587790,Other causes,01/01/2017,Auto,No,Material only,$2967,1.0,Yes,both
14293434,Female,25-Jan-95,IL,269-431-3781,Platinum,9961723,14293434,Other driver error,05/22/2017,Home,No,Material and injury,$44493.5,1.0,Yes,both
46620413,Male,11-Dec-91,DE,164-158-7981,Platinum,8405500,46620413,Other causes,03/02/2017,Auto,Unknown,Material only,$3070.5,1.0,Yes,both
53798973,Female,19-Nov-80,TN,732-893-6125,Silver,58103215,53798973,Other driver error,05/01/2018,Auto,No,Material only,$2560,1.0,No,both
15556454,Male,01-Sep-96,OK,952-296-8234,Silver,7316148,15556454,Crime,03/14/2018,Auto,No,Material only,$2070,1.0,No,both
61497833,Male,06-Aug-95,WV,179-439-6237,Platinum,35026470,61497833,Other driver error,11/06/2017,Auto,No,Material only,$1759.5,4.0,Yes,both
92889077,Female,08-Mar-63,AR,975-548-7142,Gold,57560277,92889077,Natural causes,03/08/2018,Home,No,Material only,$1771,5.0,Yes,both
19171044,Female,06-Feb-79,WI,281-597-6245,Platinum,19911335,19171044,Driver error,04/12/2017,Auto,Yes,Injury only,$17360,1.0,No,both
93291407,Male,08-May-70,FL,945-839-1768,Gold,54506772,93291407,Other driver error,07/28/2017,Auto,Unknown,Material only,$1368.5,1.0,Yes,both
96710523,Male,29-May-80,WY,846-174-8946,Silver,11618238,96710523,Other causes,03/21/2018,Home,Yes,Injury only,$19240,1.0,No,both
52542420,Female,25-Jul-70,CA,371-247-1395,Silver,46248222,52542420,Other driver error,04/10/2018,Auto,No,Material and injury,$14260,2.0,No,both
37741743,Female,16-Jul-82,ME,327-256-9257,Gold,13774284,37741743,Natural causes,03/08/2018,Auto,No,Material only,$1350,1.0,No,both
48145469,Male,22-May-73,IA,946-341-3157,Silver,30488859,48145469,Other causes,04/10/2018,Auto,Unknown,Material only,$1860,1.0,No,both
25709472,Male,15-Jan-93,KY,534-697-3498,Gold,52959888,25709472,Other driver error,10/23/2018,Auto,Unknown,Injury only,$15440,1.0,No,both
58402401,Male,13-Jun-79,KS,134-129-8167,Silver,4112041,58402401,Other causes,09/12/2018,Auto,Unknown,Material and injury,$32710,1.0,No,both
23092790,Female,21-Apr-82,NE,362-847-6954,Platinum,12179959,23092790,Crime,08/03/2018,Auto,Unknown,Material only,$1380,1.0,No,both
62476442,Female,27-Jun-85,HI,528-237-8379,Silver,59404655,62476442,Natural causes,05/15/2017,Auto,No,Material and injury,,2.0,No,both
39943087,Female,11-Nov-88,NY,473-567-7234,Platinum,5176652,39943087,Other driver error,03/16/2017,Auto,Unknown,Material only,$2510,1.0,No,both
41265642,Male,29-Sep-89,IA,912-385-7549,Gold,1657284,41265642,Crime,07/22/2017,Auto,No,Material only,,1.0,Yes,both
73383008,Female,04-Jun-86,AZ,594-592-6745,Gold,72074471,73383008,Other driver error,02/09/2018,Auto,Unknown,Injury only,$44700.5,1.0,Yes,both
77896466,Female,16-Feb-97,IL,613-614-1378,Gold,36664338,77896466,Driver error,12/17/2017,Auto,No,Material only,$1550,1.0,No,both
83526368,Female,16-Mar-79,MA,468-698-7189,Platinum,50826770,83526368,Crime,10/03/2018,Auto,Unknown,Material only,$1850,3.0,No,both
31439710,Female,11-Mar-88,GA,824-246-5734,Gold,64209730,31439710,Other driver error,07/20/2018,Home,No,Material only,$2760,1.0,No,both
30227653,Female,01-Aug-81,CT,945-734-2691,Silver,49955266,30227653,Other driver error,09/07/2017,Auto,No,Material only,$2740,1.0,No,both
86993944,Male,17-Mar-82,WI,596-612-5431,Silver,44581152,86993944,Other driver error,12/30/2017,Auto,Unknown,Injury only,$26480,1.0,No,both
65728108,Male,22-Nov-84,SC,438-675-4587,Platinum,32116508,65728108,Other causes,10/09/2018,Auto,Unknown,Material and injury,$47610,3.0,Yes,both
45539668,Male,08-Apr-98,MS,613-276-2471,Silver,48559754,45539668,Other driver error,12/30/2017,Auto,No,Material only,$2170,1.0,No,both
3159546,Male,20-Oct-87,TX,586-129-9752,Platinum,26716331,3159546,Other driver error,04/25/2017,Auto,No,Injury only,$17590,4.0,No,both
88449349,Male,17-Dec-79,WA,975-547-5196,Platinum,74738945,88449349,Other causes,09/12/2018,Auto,No,Material only,$1080,1.0,No,both
35937389,Female,31-Jul-78,AZ,971-841-3152,Silver,30532684,35937389,Natural causes,02/23/2017,Auto,Unknown,Material only,$2610,2.0,No,both
19441247,Female,10-Jun-74,WV,439-538-7538,Platinum,81488988,19441247,Natural causes,07/22/2017,Auto,No,Material only,$1320,1.0,No,both
7208859,Female,15-Feb-91,OK,372-267-3189,Gold,71767146,7208859,Crime,07/01/2017,Auto,No,Material only,$1840,1.0,No,both
65950591,Male,25-Jan-69,NH,543-543-2549,Silver,67042203,65950591,Driver error,01/14/2017,Auto,No,Material only,$2970,1.0,No,both
2327487,Male,08-Feb-99,AZ,215-589-3761,Platinum,66578763,2327487,Driver error,05/07/2018,Auto,No,Material only,,5.0,No,both
30722342,Male,04-Apr-99,OH,316-863-5832,Silver,30930636,30722342,Driver error,04/04/2018,Home,Yes,Injury only,$17180,5.0,No,both
31289360,Male,15-Nov-98,GA,869-486-1267,Gold,30119116,31289360,Other driver error,02/23/2017,Auto,No,Material only,$2720,1.0,No,both
24826170,Male,05-Mar-87,WA,361-476-4591,Gold,45189268,24826170,Driver error,07/08/2017,Auto,No,Material only,$2700,1.0,No,both
14860484,Male,02-Dec-94,OK,864-361-2564,Gold,5567470,14860484,Other causes,03/29/2017,Auto,Unknown,Injury only,$14240,4.0,No,both
39642700,Female,13-Jun-85,IN,745-342-2471,Silver,46868258,39642700,Driver error,12/10/2017,Auto,No,Material only,$2560,3.0,No,both
3689105,Female,23-Mar-99,NE,923-198-9827,Silver,74988783,3689105,Crime,04/18/2017,Auto,Yes,Injury only,$19440,4.0,No,both
58850120,Female,23-Jul-60,UT,819-478-8453,Platinum,80080381,58850120,Crime,02/23/2017,Auto,Yes,Material and injury,$40180,1.0,No,both
76965994,Male,28-Mar-60,NY,132-927-9824,Gold,50617945,76965994,Crime,03/09/2017,Auto,No,Material only,$1260,1.0,No,both
14490971,Female,10-Dec-76,MN,614-652-1274,Silver,3589979,14490971,Crime,09/19/2018,Auto,No,Material only,$1880,4.0,No,both
88277241,Male,27-Apr-76,NV,684-482-6745,Platinum,33643946,88277241,Other causes,07/08/2017,Auto,Unknown,Injury only,,1.0,Yes,both
87386746,Male,23-Dec-82,ND,741-473-8976,Gold,71464126,87386746,Other causes,07/20/2018,Auto,No,Material only,$2260,1.0,No,both
55157616,Female,21-Oct-67,MN,136-736-1978,Gold,19241230,55157616,Other driver error,04/25/2017,Auto,No,Material only,$2960,1.0,No,both
55593844,Female,02-Mar-65,NC,129-925-2819,Gold,8499165,55593844,Other causes,07/22/2017,Auto,No,Material only,$1253.5,1.0,Yes,both
72556809,Male,14-Jan-98,ID,582-928-4938,Platinum,65264955,72556809,Other causes,08/16/2018,Auto,Yes,Material and injury,$32300,2.0,No,both
45653187,Male,22-May-63,AL,836-247-1264,Silver,66703144,45653187,Natural causes,04/04/2018,Home,No,Material only,$1660,1.0,No,both
48538925,Female,25-Sep-67,NE,378-563-3695,Gold,66892177,48538925,Other causes,06/04/2017,Auto,No,Injury only,$22420,1.0,No,both
68724425,Male,06-Oct-61,VA,389-769-2197,Gold,75262517,68724425,Natural causes,06/10/2018,Auto,No,Material only,$2150,3.0,No,both
50817031,Male,17-Nov-63,MI,728-483-4185,Gold,7883163,50817031,Crime,01/26/2018,Auto,Unknown,Material only,$2460,1.0,No,both
16836323,Male,22-Dec-70,MS,398-364-9741,Gold,88126193,16836323,Crime,01/14/2017,Auto,No,Material only,$1140,4.0,No,both
72701589,Female,23-Aug-94,AR,745-968-1753,Silver,57237955,72701589,Driver error,07/20/2018,Auto,No,Material only,,1.0,No,both
88126167,Female,22-Dec-93,IA,691-739-8963,Gold,26752193,88126167,Crime,04/18/2017,Auto,Unknown,Injury only,$17050,1.0,No,both
50642114,Female,06-Dec-61,FL,925-298-5137,Gold,94297538,50642114,Other driver error,01/06/2018,Auto,Unknown,Injury only,$25030,1.0,No,both
32180678,Male,24-Feb-85,KS,975-682-7836,Platinum,90714815,32180678,Other causes,08/11/2017,Auto,Unknown,Material and injury,,4.0,No,both
74155265,Male,16-Nov-85,TX,392-739-4873,Gold,25647821,74155265,Natural causes,01/01/2017,Auto,No,Material only,$2080,1.0,No,both
26168099,Male,27-Oct-95,NC,325-687-3651,Silver,56330110,26168099,Natural causes,05/07/2018,Auto,No,Injury only,$38590,3.0,No,both
804961,Female,07-Dec-97,AL,487-723-4167,Gold,87184588,804961,Other causes,10/10/2017,Auto,No,Material and injury,$21190,1.0,No,both
25823839,Male,27-Dec-71,ME,678-925-6195,Silver,18636027,25823839,Driver error,10/10/2017,Auto,Unknown,Injury only,$36180,1.0,No,both
61745840,Female,24-Jul-94,MA,612-684-5472,Platinum,90591192,61745840,Other driver error,01/01/2017,Home,No,Material and injury,$30930,1.0,No,both
86024944,Female,01-Aug-74,AZ,742-298-4693,Silver,18700750,86024944,Other driver error,07/15/2017,Auto,Unknown,Material and injury,$47679,2.0,Yes,both
40080423,Female,13-Sep-69,NY,769-451-9372,Gold,72789616,40080423,Other driver error,08/30/2018,Auto,Unknown,Material only,$2440,1.0,No,both
14275512,Male,24-Jun-71,MI,362-839-2153,Platinum,19132019,14275512,Driver error,10/09/2018,Auto,Unknown,Injury only,$28060,1.0,No,both
70442756,Female,16-Jun-63,VA,174-415-5381,Platinum,21361160,70442756,Natural causes,01/06/2018,Auto,No,Material only,$1850,1.0,No,both
36829984,Female,01-Dec-65,CA,713-967-1935,Platinum,80894091,36829984,Other driver error,02/22/2018,Auto,Yes,Material and injury,$24750,1.0,No,both
68772500,Male,10-Nov-89,TX,562-259-5432,Silver,21550521,68772500,Driver error,08/30/2018,Auto,Unknown,Material only,$2320,1.0,No,both
